,demand_point_index,x_coordinate,y_coordinate,2016,2017,2018,2019,2020,2021,2022,2023,2024,demand_point_index,x_coordinate,y_coordinate,supply_point_ka_index
878,878,46.5,13.5,0.8072683841562585,1.3975335619827547,2.993828209286581,8.7617831621733,16.63360083531435,22.46831208429248,28.344766099776187,30.338485271446928,53.377630208282994,878,46.5,13.5,0
879,879,47.5,13.5,1.1778238128734764,2.72454654539563,4.79979577156288,10.347767340958042,22.142602844358983,26.523965222840143,31.56099508960697,36.25735543691526,56.16852586024769,879,47.5,13.5,0
880,880,48.5,13.5,1.3254151445849565,2.277443174747632,4.280157630438117,12.61692880430348,21.24895040752518,28.88825875135504,37.69217580135239,38.302096393372935,61.76094578488973,880,48.5,13.5,0
881,881,49.5,13.5,1.4621991511523216,2.877774521821933,4.861171909948207,24.344713835493536,36.408428743809175,58.33751769780301,74.91033225445629,88.68595604746677,112.92709107294546,881,49.5,13.5,35
882,882,50.5,13.5,1.226086652584883,2.272676010558908,3.655186401994184,11.359882551554124,19.692154949087108,31.518117772089404,40.13345431781558,41.51534312836067,68.38499008262038,882,50.5,13.5,35
883,883,51.5,13.5,0.7758187276250677,1.31742597776802,1.9910801417144135,6.804462871842811,12.21863751869654,18.47757782458516,26.29364535746925,27.87581394874498,38.58236363588107,883,51.5,13.5,35
884,884,52.5,13.5,1.108102352950164,1.8888436409034728,2.768715200249438,7.572640702151777,12.262454411654176,20.900044306791663,23.884387740019367,27.19768840204459,36.6020026603307,884,52.5,13.5,35
885,885,53.5,13.5,1.173445013344746,2.1958379727019803,3.1683474858362466,9.178388198027188,16.433909210709036,24.401413458494986,29.509116681205768,29.11050893999096,43.81474236557915,885,53.5,13.5,35
886,886,54.5,13.5,0.7904761865108292,1.6207204089447225,2.3392512343724263,7.801225696821593,11.645645911506438,17.308477778027118,24.999590777024757,25.89019648566256,38.66707127745122,886,54.5,13.5,35
887,887,55.5,13.5,0.9136722869138152,1.7135757331296322,2.534863036649615,6.156747894944267,12.392123575933969,15.6524153625045,25.168798866663938,29.40935796166881,36.44155946733871,887,55.5,13.5,35
888,888,56.5,13.5,0.9680544021139912,1.8127505876863288,2.516733831237082,7.545832688510118,14.86561738684832,21.248945729939702,27.338112414115184,24.863292259411157,40.07549536843719,888,56.5,13.5,35
889,889,57.5,13.5,0.7566935269788138,1.384408371180372,2.3561875543335744,7.138853177453495,13.730729828084726,20.84909160455628,27.186820463987992,28.524740453024503,37.982730299823615,889,57.5,13.5,35
890,890,58.5,13.5,1.245443831585448,2.7845635610223813,4.433494776695492,13.455464739719128,21.935460716522574,33.145638046835934,42.24585342597869,46.022909761833375,68.19083099524867,890,58.5,13.5,35
891,891,59.5,13.5,1.0063084170343048,1.7571571274458695,3.089445477211686,9.168641327656957,15.687749957043575,23.77866457910165,27.992585907390893,29.24865812426122,53.2417195266162,891,59.5,13.5,35
892,892,60.5,13.5,0.7648862894798786,1.416012433560268,2.363241918617029,7.7020713305283826,13.201837294471588,18.67474212463394,23.451922758252817,27.04461817644257,40.48297021755327,892,60.5,13.5,35
893,893,61.5,13.5,0.0212725097222583,0.0514860497555799,0.0732380086622138,0.1950974100690094,0.3837771577238132,0.5225312820333972,0.7418134940870831,0.9429952028774664,1.1795453463364296,893,61.5,13.5,35
894,894,62.5,13.5,0.0198505126639782,0.0433306088357502,0.0647742013516854,0.188357547730453,0.3899040577700255,0.5200775581725662,0.7568055716435867,0.7932923550014822,1.126567849468706,894,62.5,13.5,35
895,895,63.5,13.5,0.0254200415098354,0.0473051048996764,0.067646946916354,0.1912522349390646,0.4766835710059837,0.5797799996982791,0.7612091445977397,0.7127347996701634,1.1723458335111765,895,63.5,13.5,35
896,896,0.5,14.5,0.9953068788096312,2.6757059276690294,4.862121729931981,9.535362695189692,20.072150779778163,21.51058343680737,31.878166737088304,35.282662520809495,53.31811642883074,896,0.5,14.5,88
897,897,1.5,14.5,1.355702077364549,2.8771677432318685,5.890667913900545,13.72660184086719,19.857942664357868,27.86070492974875,33.23590919501337,36.20915638142962,55.12134866319165,897,1.5,14.5,88
898,898,2.5,14.5,1.2344874564634238,2.0562585000120555,3.9446632835816113,8.172970682122338,16.263145830664563,18.8290120337574,27.383349694097227,31.05539179400014,45.453520739953696,898,2.5,14.5,88
899,899,3.5,14.5,0.9350748138975064,1.954042086336932,3.5082751660579605,7.914298368945878,15.835330154090425,19.072722858901543,30.545086563757312,30.4155930199003,43.4119849154718,899,3.5,14.5,88
900,900,4.5,14.5,0.5408677583377146,1.3895683104027663,2.208455178562758,5.329164407661101,8.489202541842541,13.40843518642062,18.795317078542027,28.045735478637937,31.02083957926684,900,4.5,14.5,88
901,901,5.5,14.5,0.4929719829599338,1.1473561275046014,1.721087851008774,4.8552077299257554,6.733488987027951,12.306132465582566,15.48735853065294,24.080502775233622,27.33096553480848,901,5.5,14.5,88
902,902,6.5,14.5,0.5657626980722371,1.1387937214444268,2.3432522300252936,5.529944247719798,10.02563210096237,13.285362039803394,18.878054107239105,29.42254588022885,32.82230999285074,902,6.5,14.5,88
903,903,7.5,14.5,0.7577761541844572,1.386737516635804,3.1450375825366867,6.44104008850422,10.690391098991878,13.544280160618111,20.127256948593,33.08790116535659,36.54844627000684,903,7.5,14.5,34
904,904,8.5,14.5,0.7217132596140402,1.4042637390433002,1.9188788593025632,5.341412896153119,9.278977292612357,13.396618274462533,19.26461256298396,32.52540306057971,35.88276396611459,904,8.5,14.5,66
905,905,9.5,14.5,0.6086199610695829,1.0378551243130845,2.166225384041014,5.595307311739679,7.780131198207838,14.285556234993493,21.417732165123645,30.405318152300744,34.53331359991763,905,9.5,14.5,66
906,906,10.5,14.5,0.6954859497765085,1.0465485378074362,2.4976333446146044,5.433755875889193,8.787561626373474,14.40568083743482,21.55431235025833,33.40513742417655,32.44706746244935,906,10.5,14.5,66
907,907,11.5,14.5,0.7158897272183982,1.2992836569634494,2.634927818532846,6.328455162784879,8.971864279056554,13.7327912722225,20.41646899809416,29.42573957595598,31.889531402672983,907,11.5,14.5,66
908,908,12.5,14.5,0.9713869578462064,1.4163417377854413,3.5658200881336524,8.339261613090475,13.620587484717642,19.380879852466247,27.52531932616668,44.144849300674174,45.79470371218257,908,12.5,14.5,66
909,909,13.5,14.5,1.0465882973113687,1.9171103309899973,4.055604224226316,9.48419974959975,14.883241251463708,19.389609348728303,26.710775384562947,36.66592401516175,40.80084301837787,909,13.5,14.5,66
910,910,14.5,14.5,0.921142164099351,1.855226916558519,2.977539335219913,8.481266443288105,13.926131086009033,17.368001616857754,23.645314595351035,28.29610885513901,42.74801975628634,910,14.5,14.5,66
911,911,15.5,14.5,1.0329698924488893,2.222835904344419,4.750498474231303,14.23517544853,20.764030066999183,30.57682325156101,40.17192755576606,42.99984053290466,75.27681135235021,911,15.5,14.5,66
912,912,16.5,14.5,1.2516574644834872,2.4451469010864657,4.768540041313129,10.288897510136028,20.125965269852514,25.484090350918017,35.66050349601917,34.22670988107058,62.11703354914053,912,16.5,14.5,66
913,913,17.5,14.5,2.621924224390305,4.828677866907076,9.718463506538876,23.876771361983824,31.43942462747712,46.29562408737961,61.80236091756689,62.25637804293831,108.08932963800022,913,17.5,14.5,66
914,914,18.5,14.5,1.7660624184792932,3.303530317087761,5.32017353116279,12.528195779361212,19.179728866381275,29.260105827790376,38.18376519994906,39.96560181372115,67.43403673597452,914,18.5,14.5,66
915,915,19.5,14.5,1.006831221100968,1.6639482492352948,3.4114331561236493,9.353824054301686,18.00986784550995,20.924676866912787,30.68601865740033,34.75365087248764,58.56116016928557,915,19.5,14.5,66
916,916,20.5,14.5,0.8318233007283957,1.6003569430011062,3.1349297754151886,8.329565872937719,15.439057996305054,18.849386124656128,28.177218101580383,33.61110373300299,48.15201421992242,916,20.5,14.5,66
917,917,21.5,14.5,1.1626312055901633,1.7951780103470334,3.983730311739685,9.385528701618544,17.889267370865966,20.399634794582397,27.469861906365463,27.388190077841745,45.86549844474765,917,21.5,14.5,66
918,918,22.5,14.5,1.039918434538026,1.5202213419428143,3.9118757042073615,12.10813306909944,20.38826327072383,26.857457521256087,36.5933421956242,40.41458048208956,67.0921092798333,918,22.5,14.5,66
919,919,23.5,14.5,1.7028940907161991,2.743831662480632,7.224090606521723,15.993782702247428,27.502009929469065,41.94038508155472,49.5672349696561,51.10075592558463,98.4738014560089,919,23.5,14.5,66
920,920,24.5,14.5,1.6347762263771763,2.8701269854764635,7.431879890550113,19.07790315391232,30.295563968252917,50.784610972679005,73.36231282806966,77.8767852281076,113.10082383018958,920,24.5,14.5,66
921,921,25.5,14.5,1.677134451943816,2.5419386176400187,5.50430332090032,17.0363228546134,18.50601512363488,30.97885846269067,44.01808789741397,40.37707422393543,64.00060362554858,921,25.5,14.5,66
922,922,26.5,14.5,1.1518597487629745,2.047811606762923,3.548391488347665,8.063155980299696,15.329042742431673,20.31247272688636,31.214527376783924,32.49293119939493,46.559682195809614,922,26.5,14.5,66
923,923,27.5,14.5,0.7608489179358805,1.4728309706697356,2.435824982637209,9.157246517454809,14.879622308880291,21.738787660287542,30.27239889216569,28.298826640341154,52.05365310258862,923,27.5,14.5,66
924,924,28.5,14.5,1.4925610376700478,2.875944411956743,3.864898930158893,23.98590572847308,33.17948365811576,50.98255107787303,84.99948059857897,94.10414324109443,103.28932006254472,924,28.5,14.5,97
925,925,29.5,14.5,1.3661322583768276,2.134169470736172,3.705052627447087,12.871152205078747,21.23178560760925,27.6923677126442,34.711466598601675,41.134067818120286,69.71968557107148,925,29.5,14.5,97
926,926,30.5,14.5,0.9423375383693682,1.5608982661637054,2.506981832283818,7.911881743794657,14.44301191962865,21.57770272783031,24.19985604309226,30.288855165591748,44.09152463403922,926,30.5,14.5,97
927,927,31.5,14.5,1.3526715775483096,1.965670040987425,4.306794077581755,9.83265438130654,17.554379618519715,25.73706817490444,35.30365198621836,33.43914262209538,51.29839195362828,927,31.5,14.5,97
928,928,32.5,14.5,1.3909081126772251,2.3189804274441954,4.052723118718629,15.718764288784294,22.41693782432309,32.003101181968205,40.80699615107184,44.08199131020742,69.89219486385407,928,32.5,14.5,97
929,929,33.5,14.5,1.4222452855769283,2.86582075027248,4.936821307174355,20.058848056396293,31.54331493107851,49.32125463034584,59.77846847680666,72.36595100417033,107.7027828779549,929,33.5,14.5,69
930,930,34.5,14.5,2.637455467955557,5.917634936449935,11.459726057501866,37.27047693859692,58.245528108509255,80.98010047158272,128.25126099878685,160.53019424523396,173.92255021024854,930,34.5,14.5,69
931,931,35.5,14.5,3.619441940389756,7.408260711069422,13.851871144035425,34.657907715680906,58.96166725166475,77.88269202060395,121.9471177306044,150.36261142932884,150.66931106770517,931,35.5,14.5,69
932,932,36.5,14.5,1.9153795319153224,3.290883111788188,4.774200077506719,12.30933651595079,21.77034984063104,30.6073117207134,41.02570333237876,30.972523857654014,63.63826592052263,932,36.5,14.5,69
933,933,37.5,14.5,1.2929118104926545,3.305171340891721,4.496134064848639,10.069259021211604,20.094067479479943,27.60027036564524,32.501780634179575,32.77342485756986,63.07092453245226,933,37.5,14.5,69
934,934,38.5,14.5,1.2007210262764074,2.329114070127324,4.439541692240425,9.630882323409669,18.73299226790863,27.65096579474995,35.55915308925409,36.04592607494192,64.23760401769249,934,38.5,14.5,69
935,935,39.5,14.5,0.8114101545233141,2.037705043180057,2.442834737349221,6.824159319538693,11.762249630842492,17.893730961435377,24.25070184164078,30.605532542415805,44.43819776225429,935,39.5,14.5,69
936,936,40.5,14.5,0.9083308007978242,1.8681707109003227,3.564313078625148,8.082222396689824,17.08719483667206,22.792814414353504,31.789352839468734,33.08793141964702,49.16631853781127,936,40.5,14.5,69
937,937,41.5,14.5,1.3773192285509874,2.1708348537451294,3.884376894278888,13.077620734843924,21.665362418595684,30.599004912353465,36.22765808849312,38.31552393860888,65.46594472638036,937,41.5,14.5,69
938,938,42.5,14.5,0.8148139667613243,1.5744904581802197,2.581632265268164,10.06845979986239,17.760164736618346,23.52354294632516,34.48865755178911,41.19627908703094,56.41270098375517,938,42.5,14.5,69
939,939,43.5,14.5,1.074818409071884,2.0868361208459105,3.735506355402275,9.028933208464217,17.38342382811844,20.791120082385984,30.23102827033451,33.86986910039151,46.90129058733066,939,43.5,14.5,69
940,940,44.5,14.5,1.6218796536850746,2.864380925470042,8.423456455168012,21.660446398415512,30.80126553172432,41.17763974453784,51.594874764066375,62.18841000357427,86.05966039376851,940,44.5,14.5,69
941,941,45.5,14.5,1.5514843418586397,2.5985050208462543,7.247632753204508,20.406063696154572,25.884887358887248,35.4065897198873,46.05728782346981,53.40100707366379,77.86660985269324,941,45.5,14.5,95
942,942,46.5,14.5,0.8854171870920832,1.787828053891375,3.369340699266346,8.644709594509703,16.935099213689405,20.87309588541603,27.8590263188672,31.45927104491476,51.08606943807579,942,46.5,14.5,0
943,943,47.5,14.5,0.9737699612196482,1.6052950588742037,2.791503736525756,8.08919679389065,14.520814042077912,22.352888745340746,25.531816942217752,33.16552068143045,42.7690195612068,943,47.5,14.5,0
944,944,48.5,14.5,1.6127827607284952,2.907184746738384,4.835447637295482,14.452122366275002,23.63201762237014,33.235464452923345,46.70028180588674,43.487601471235685,69.1232061395981,944,48.5,14.5,0
945,945,49.5,14.5,1.2748306480734573,2.433749970014673,3.499136592176491,17.939977623219317,22.47483215615777,31.558026798711616,41.965246392686765,43.86691529888182,64.48959595957237,945,49.5,14.5,0
946,946,50.5,14.5,0.878018570328722,1.5968303445285292,2.662992949091868,8.550989048553927,16.239394252171675,22.113357164022133,33.35513858543679,39.02489347976866,61.38193073521776,946,50.5,14.5,0
947,947,51.5,14.5,1.1171022074255936,1.6814717521671585,2.918790913719589,7.099460453367532,12.190819320384144,19.57395707014352,26.30778466893197,30.31972085044124,37.29016979255765,947,51.5,14.5,35
948,948,52.5,14.5,0.9081058735879824,1.5187208244371142,2.177037764562028,6.894860416911218,12.833746044194696,19.491260247397665,26.234936278157207,27.820114389078032,38.39868499457226,948,52.5,14.5,35
949,949,53.5,14.5,1.2517430691883966,2.57454680997699,3.789300576386407,8.156681389731583,14.49369662113406,24.11611235499937,27.132047642101917,27.17951702035766,39.07458228085737,949,53.5,14.5,35
950,950,54.5,14.5,0.8405076645464566,1.536052369663236,2.258742434117729,6.460635639251571,12.345048542189335,17.527682502660035,25.87978010702245,28.01766378399348,37.26181146696521,950,54.5,14.5,35
951,951,55.5,14.5,1.1141681708249356,2.1423042920055506,3.4675163983488884,7.562866897963912,15.852820955824368,21.183669977773008,31.285660149439757,33.75331104151357,43.534276013151874,951,55.5,14.5,35
952,952,56.5,14.5,0.932516496758784,1.562974528573391,2.9537262772095296,7.370005171273394,14.414451486706229,19.706973098318063,30.65025723765184,30.052399073410005,51.00371531932373,952,56.5,14.5,35
953,953,57.5,14.5,1.2053185323089366,2.2917229039086227,4.250889337400012,9.139307815308271,15.048842320382969,24.03158306016361,31.241712863771884,31.256383621831723,49.06478029095733,953,57.5,14.5,35
954,954,58.5,14.5,0.971615707807682,1.7829675747050315,2.8491066964954546,9.63762950463303,18.56621468772104,23.781359951585923,32.32902657832713,33.460596960493525,52.887557838172576,954,58.5,14.5,35
955,955,59.5,14.5,1.3963987492938004,2.544823120346857,4.683309619151832,12.07961982089089,21.819087708871663,29.46631499130128,39.86116062475566,34.82874007844983,60.47767657216988,955,59.5,14.5,35
956,956,60.5,14.5,0.2588087085054477,0.504622279272516,0.7977217771225027,2.574511708786591,4.569111990935927,6.353199411877348,8.690184219694496,9.617206591034998,14.960426836757012,956,60.5,14.5,35
957,957,61.5,14.5,0.0258861380749176,0.0561774664600312,0.0926118465522799,0.2206444662874055,0.4679161892366305,0.5503042399930437,0.885888845137479,0.926375133125213,1.282849584132887,957,61.5,14.5,35
958,958,62.5,14.5,0.0223884003034609,0.0457788637393692,0.0644509348607143,0.1875459601758203,0.3894006260249567,0.5471646846946466,0.7635432293456212,0.9476460316356226,1.17539524986371,958,62.5,14.5,35
959,959,63.5,14.5,0.0235727012970966,0.048766620678037,0.1005958955051443,0.2909509970595788,0.532997264710335,0.7062571215159695,0.9341250319412656,0.995437273580079,1.5334874802916991,959,63.5,14.5,35
960,960,0.5,15.5,0.8059780008283444,1.815955505406485,3.3170885373802137,8.791104243994637,16.902760849856005,21.857237783197952,33.07292102191149,38.445254827236255,51.63880429670719,960,0.5,15.5,88
961,961,1.5,15.5,2.361631480550091,3.380920208008745,6.11653247534058,15.343281871653591,24.027229841370147,38.435674529505626,46.03425420466613,52.676005676324046,83.3114414483779,961,1.5,15.5,88
962,962,2.5,15.5,0.99664463720563,2.219330680901137,3.689082728545511,10.41153086276184,15.14012799983027,21.53605952275405,30.643874138898887,36.881256866902426,54.54075733809874,962,2.5,15.5,88
963,963,3.5,15.5,0.8232480059423687,1.855036251111405,2.934402804069632,8.132036999160244,13.88863161144086,17.265514136166317,30.29346650948534,39.65979610696155,52.17799244309076,963,3.5,15.5,88
964,964,4.5,15.5,0.7044155063007561,1.7123821671790411,2.219112439199128,6.337927782074624,9.017379676213286,13.321689213867993,18.416446749912804,27.86995506215681,31.436898411125604,964,4.5,15.5,34
965,965,5.5,15.5,0.6109837578956052,1.2272790791481598,1.9232459869067489,5.2221494473431225,8.935680114736323,12.7061652921171,15.858905034724746,24.759561904916,28.62462090279431,965,5.5,15.5,34
966,966,6.5,15.5,0.5777666089608083,1.272255376245067,2.2368351981712418,5.627425838482039,8.410447940402916,12.661498759710376,17.80298176335749,24.98381312285199,29.42554358348197,966,6.5,15.5,34
967,967,7.5,15.5,0.8788122267782844,1.6395220345706596,2.5503655631444198,6.915458716044813,10.790485881065008,16.19819668449597,19.805536859058808,30.27129506129741,34.777802503191765,967,7.5,15.5,34
968,968,8.5,15.5,0.8100330530835155,1.4606304266726566,2.3560010268195115,5.811166487370607,9.78646680591162,15.734878139833992,22.30240585747792,32.2423641956044,35.68587988760956,968,8.5,15.5,66
969,969,9.5,15.5,0.5169129726569375,1.0296625803181427,1.8874374111700147,4.769009308929856,7.44606177131081,12.63039251118152,18.66509238139018,30.94315728596348,30.94551581781363,969,9.5,15.5,66
970,970,10.5,15.5,0.5119041737431597,1.1223614330184877,1.796934948390566,4.664175131299319,8.00966485732856,12.2188815348909,18.46027686893268,29.837998733979827,33.667830302626946,970,10.5,15.5,66
971,971,11.5,15.5,0.6355575998245557,1.328657422885842,1.776344494038058,5.017738215895916,8.859799966600443,11.938760761212832,19.324305768904548,25.245708862262,32.76267070128494,971,11.5,15.5,66
972,972,12.5,15.5,0.9304095455997876,1.334104284767003,2.698479176110617,8.051166641807828,13.5905318080078,19.24570005572983,27.496274530596207,28.923696570022223,47.453434735144,972,12.5,15.5,66
973,973,13.5,15.5,1.107075305482349,2.00959045523012,4.612621091924422,11.083939932364476,16.66273659169619,19.542569705768653,31.03663827264276,29.25763698828513,42.20035414740023,973,13.5,15.5,66
974,974,14.5,15.5,0.8339047572546541,1.2376363739305136,2.628552540332475,8.257452368679848,12.988485703678082,19.55172774086517,25.99615403080204,29.212640743068825,40.469375268602526,974,14.5,15.5,66
975,975,15.5,15.5,0.9675530741444534,1.8902740642722784,3.2096385447245144,10.718757832804163,18.369245611714547,24.518561816524745,34.781930574176656,37.93071792512933,60.100972910965936,975,15.5,15.5,66
976,976,16.5,15.5,1.1521895861294755,2.4753361424749247,4.150047619997788,9.927683469905872,17.73039767673628,27.375573103304852,34.896043002075785,44.96918357725061,66.73234843813852,976,16.5,15.5,66
977,977,17.5,15.5,2.526752785622375,4.415999133473965,9.773234268128448,28.53986366890488,34.267756186460566,63.05302745106321,93.29173489075517,93.30718606577597,128.61261244842785,977,17.5,15.5,66
978,978,18.5,15.5,3.345736930773588,4.853319595846743,9.25403765033549,24.03992542912504,38.45871666794001,49.439279769860896,70.5638607194487,66.80588493127581,113.6507933232209,978,18.5,15.5,66
979,979,19.5,15.5,1.4360941125621751,2.348647962236343,4.422588123369608,15.614829334389604,21.16932894571253,30.20839654664928,36.2045621269828,42.53476600844038,78.83573715359043,979,19.5,15.5,66
980,980,20.5,15.5,1.511126130946242,2.728476861275601,4.712835166366787,12.704466140757631,24.43156794725887,29.06537335102802,42.37803425349845,41.54170189782005,68.34674693517633,980,20.5,15.5,66
981,981,21.5,15.5,1.16330842840447,2.100736546450998,3.858626091573041,10.363399519573797,16.032130918418286,20.93693464025689,29.80958587306337,30.626058440894777,40.87732372371197,981,21.5,15.5,66
982,982,22.5,15.5,0.9221053960157534,1.6174656552597266,3.2608464025066755,8.695490085226451,16.841076699120155,22.705148910816607,30.16466285751923,29.44700881868174,51.060986866104805,982,22.5,15.5,66
983,983,23.5,15.5,1.890195643333232,2.480350674690498,4.434353210145527,10.331417791767592,18.571775563262715,28.15385798993964,36.4650502856617,37.33136556434784,61.86301682667313,983,23.5,15.5,66
984,984,24.5,15.5,2.086217613762684,3.262098344502981,6.005225663096653,17.731682798542312,24.704163328565517,37.92893201603549,50.05611827916433,48.95925504570384,80.95873102510846,984,24.5,15.5,66
985,985,25.5,15.5,2.192091043265856,3.1964031782919635,5.530515594279398,12.608107253191893,21.783113840073728,27.940576909234352,39.53274614905403,42.92750942796184,66.52799807342971,985,25.5,15.5,66
986,986,26.5,15.5,0.8335962141766514,1.445272414900274,2.504039092374016,9.700952527888038,15.507750626984556,26.32236802408902,34.325009823569715,36.9554618821795,64.42710345442937,986,26.5,15.5,66
987,987,27.5,15.5,0.9261155941677234,1.57351203202127,3.118569061605121,8.458761279546794,14.413931476192973,19.801284125444045,29.25797484816569,34.99713905878361,55.83959760992572,987,27.5,15.5,66
988,988,28.5,15.5,1.6277642956922485,4.341979717268726,6.799083016640565,16.55930270891038,28.41373424059696,37.50099297172854,56.13815135316268,54.67545049880796,90.17237488841118,988,28.5,15.5,97
989,989,29.5,15.5,1.2679814852505873,2.83291075004182,4.398795971902879,12.041376864934334,21.300052678852843,26.842005822212972,36.9438114367542,41.75696171428786,60.93763371509838,989,29.5,15.5,97
990,990,30.5,15.5,1.653971487838385,3.339779291813433,5.348533313272516,13.41475714176731,24.20208528719864,28.575702502876133,39.66872417033986,49.87218439300865,66.74240297718258,990,30.5,15.5,97
991,991,31.5,15.5,1.3623097534270523,2.343886218889581,4.318392409367116,10.595189323694182,16.231785709245386,23.296836368573597,31.033893697665107,25.87339745028,38.39435870043858,991,31.5,15.5,97
992,992,32.5,15.5,1.8686062616844732,2.887589844670768,5.346409815072402,11.585043974767268,16.374705148380617,24.679669365729787,28.807639651746147,32.79570012376826,44.04844442749887,992,32.5,15.5,97
993,993,33.5,15.5,2.514635995442078,4.473437340661938,11.890446570816865,27.52999075970505,36.25294845885617,61.04128210525859,82.11807261287568,92.79928365239824,120.68618080266168,993,33.5,15.5,97
994,994,34.5,15.5,1.2689072738747702,2.217317579270184,5.568973677071985,16.04068632046258,24.71016109178255,39.11899993558831,47.00523033196279,57.61718611951383,72.57373849972946,994,34.5,15.5,69
995,995,35.5,15.5,2.704963653418403,7.002887645848601,12.879378657875758,32.00814105282826,47.02648280475312,78.18862325358468,105.03645078754212,122.12363228689814,153.4860429886841,995,35.5,15.5,69
996,996,36.5,15.5,1.954631353092174,3.395813714432325,8.794103354304248,23.254285787593872,38.75566271467992,54.94737123001905,85.95030942826477,106.80354708722751,116.49350162828026,996,36.5,15.5,69
997,997,37.5,15.5,2.985066921272213,5.44798655257346,15.805402448629383,39.46148565573717,67.22146896226576,79.97604503424425,117.25240275008905,160.80927701131864,177.77736689977985,997,37.5,15.5,69
998,998,38.5,15.5,2.0716858950262176,3.4786101317083777,9.216286515240016,24.598469989088464,28.49790556497783,43.23578431343896,57.420268998532094,57.3159496382056,94.11005329230346,998,38.5,15.5,69
999,999,39.5,15.5,1.2072754695281869,2.330672184735942,4.883300617872249,13.916314846969769,21.193714007531614,28.393374329130364,39.429873053463325,37.07072333824599,56.08540239012401,999,39.5,15.5,69
1000,1000,40.5,15.5,1.1932809010598031,1.906351262970824,3.973210455863396,14.017321673894523,22.386641143027525,30.09384081968348,40.84932503482468,39.35285605583378,64.29620113754741,1000,40.5,15.5,69
1001,1001,41.5,15.5,1.286774558083964,2.290491587508138,4.360036660340114,11.949432278378062,22.34778726526589,27.07358572701304,37.92900288175351,41.87678161361781,65.13780728370895,1001,41.5,15.5,69
1002,1002,42.5,15.5,0.8646434692903008,1.8091373885668685,2.361143645620947,7.88775102125678,14.108603378083217,19.557301275983992,24.35993744805848,32.4549784802547,48.6787703057337,1002,42.5,15.5,69
1003,1003,43.5,15.5,1.0652953199812707,1.9440603163250192,2.916639039024232,8.44676894681937,17.11398267622969,22.048547383450604,30.34135782854895,29.54453531707276,41.33934690564138,1003,43.5,15.5,69
1004,1004,44.5,15.5,2.743984548007796,4.692583125127537,8.330716024455155,19.870222874039747,35.73515453879681,46.14532552388071,58.95995137566039,58.932930270547416,84.17075159039972,1004,44.5,15.5,69
1005,1005,45.5,15.5,2.7649948560195603,4.547562360335888,7.973432278552456,17.68859929357313,33.52335087916487,40.44433058846784,56.93595864953888,67.27073245087455,84.82303278305646,1005,45.5,15.5,95
1006,1006,46.5,15.5,2.334911599145069,3.791092175118552,6.46393613432126,13.077262995046322,24.99043047940747,34.213377376580695,41.115087873695366,42.96088598224302,56.702948806464974,1006,46.5,15.5,0
1007,1007,47.5,15.5,2.375897379500519,4.475131017120869,6.436208838615624,17.360251374104447,29.283686347605737,44.370930687425066,47.88872585146749,58.73963912306789,88.52828512573399,1007,47.5,15.5,0
1008,1008,48.5,15.5,2.5015617449571987,3.797685929728159,6.673225522076049,17.038870737968367,27.186878659412336,40.79729535019943,58.95651180309493,55.70246371897672,85.65608152687906,1008,48.5,15.5,0
1009,1009,49.5,15.5,1.364218017531671,2.593526320417743,3.706635531837137,11.918647910380429,18.60856966899185,28.009798354188824,35.990171198081995,35.95854332644807,56.38325816827143,1009,49.5,15.5,0
1010,1010,50.5,15.5,0.9448364543982666,1.8334179123357677,3.0562431064550424,7.37505671767101,14.6822051042552,22.075531629119684,26.816983841203182,30.339581857805616,40.31038492944772,1010,50.5,15.5,0
1011,1011,51.5,15.5,0.867806540802503,1.5518973938373,2.535981554286049,6.086991447694519,12.920739481653415,18.838696403412985,25.82844372390171,31.858870573189694,41.46941312493014,1011,51.5,15.5,0
1012,1012,52.5,15.5,0.9227296486340464,1.623486197885776,2.690960156460372,9.0469898057393,12.777866955270053,18.463810883953432,28.80660031278679,30.50594599206937,39.83468551857399,1012,52.5,15.5,35
1013,1013,53.5,15.5,1.004419404893749,1.5707390937452836,3.1422558811530963,9.19081479860844,17.260933264279963,27.310300052220757,34.087180404019065,37.604080324127295,57.276551012113885,1013,53.5,15.5,35
1014,1014,54.5,15.5,0.8528055985398101,1.593384491835338,2.35674891003476,8.05374497480501,15.309871533624662,22.33878493883357,27.61352231278873,30.243491516048547,40.86699395190769,1014,54.5,15.5,35
1015,1015,55.5,15.5,0.9461022563610688,1.605433211194644,2.6528367771141346,6.905967197149265,15.743523893005756,19.527370231421767,26.251171646149118,27.24258092667082,42.14670523824801,1015,55.5,15.5,35
1016,1016,56.5,15.5,1.435229214823652,2.7197420575023976,5.499504587650278,12.299026478962515,22.63384137361239,33.808354863851164,40.77395751408267,45.09010298335406,66.70845481606248,1016,56.5,15.5,35
1017,1017,57.5,15.5,0.0572391316535871,0.1049970895835753,0.3305228758943835,0.7676891356002666,1.441358739112423,1.597136500632907,2.771700866833492,3.205622656551681,3.4631873089027265,1017,57.5,15.5,35
1018,1018,58.5,15.5,0.081942960703538,0.1478593005211983,0.5290509479885744,1.1977516610679515,1.9127716055393456,2.8427351495188966,3.987766031993848,4.998511385281458,4.785221387963446,1018,58.5,15.5,35
